Method,numP,Width,Height,Ratio,Sample,Time_s,Status,Attempts,Rejects
SSI,314,50,50,0.190,95,0.035,Completed,408,94
SSI,314,50,50,0.190,96,0.032,Completed,388,74
SSI,314,50,50,0.190,97,0.038,Completed,392,78
SSI,314,50,50,0.190,98,0.038,Completed,384,70
SSI,314,50,50,0.190,99,0.035,Completed,394,80
SSI,314,50,50,0.200,0,0.037,Completed,400,86
SSI,314,50,50,0.200,1,0.036,Completed,406,92
SSI,314,50,50,0.200,2,0.039,Completed,400,86
SSI,314,50,50,0.200,3,0.041,Completed,406,92
SSI,314,50,50,0.200,4,0.039,Completed,381,67
SSI,314,50,50,0.200,5,0.034,Completed,399,85
SSI,314,50,50,0.200,6,0.039,Completed,404,90
SSI,314,50,50,0.200,7,0.042,Completed,413,99
SSI,314,50,50,0.200,8,0.037,Completed,402,88
SSI,314,50,50,0.200,9,0.035,Completed,404,90
SSI,314,50,50,0.200,10,0.033,Completed,394,80
SSI,314,50,50,0.200,11,0.037,Completed,416,102
SSI,314,50,50,0.200,12,0.037,Completed,406,92
SSI,314,50,50,0.200,13,0.036,Completed,413,99
SSI,314,50,50,0.200,14,0.038,Completed,396,82
SSI,314,50,50,0.200,15,0.035,Completed,390,76
SSI,314,50,50,0.200,16,0.035,Completed,388,74
SSI,314,50,50,0.200,17,0.046,Completed,419,105
SSI,314,50,50,0.200,18,0.037,Completed,405,91
SSI,314,50,50,0.200,19,0.034,Completed,386,72
SSI,314,50,50,0.200,20,0.036,Completed,407,93
SSI,314,50,50,0.200,21,0.039,Completed,394,80
SSI,314,50,50,0.200,22,0.043,Completed,415,101
SSI,314,50,50,0.200,23,0.046,Completed,415,101
SSI,314,50,50,0.200,24,0.037,Completed,395,81
SSI,314,50,50,0.200,25,0.037,Completed,411,97
SSI,314,50,50,0.200,26,0.035,Completed,395,81
SSI,314,50,50,0.200,27,0.033,Completed,387,73
SSI,314,50,50,0.200,28,0.038,Completed,410,96
SSI,314,50,50,0.200,29,0.037,Completed,394,80
SSI,314,50,50,0.200,30,0.035,Completed,387,73
SSI,314,50,50,0.200,31,0.026,Completed,394,80
SSI,314,50,50,0.200,32,0.029,Completed,395,81
SSI,314,50,50,0.200,33,0.045,Completed,413,99
SSI,314,50,50,0.200,34,0.034,Completed,402,88
SSI,314,50,50,0.200,35,0.035,Completed,398,84
SSI,314,50,50,0.200,36,0.054,Completed,415,101
SSI,314,50,50,0.200,37,0.041,Completed,396,82
SSI,314,50,50,0.200,38,0.037,Completed,404,90
SSI,314,50,50,0.200,39,0.036,Completed,391,77
SSI,314,50,50,0.200,40,0.036,Completed,412,98
SSI,314,50,50,0.200,41,0.039,Completed,428,114
SSI,314,50,50,0.200,42,0.042,Completed,409,95
SSI,314,50,50,0.200,43,0.043,Completed,421,107
SSI,314,50,50,0.200,44,0.036,Completed,389,75
SSI,314,50,50,0.200,45,0.037,Completed,387,73
SSI,314,50,50,0.200,46,0.038,Completed,403,89
SSI,314,50,50,0.200,47,0.034,Completed,381,67
SSI,314,50,50,0.200,48,0.040,Completed,410,96
SSI,314,50,50,0.200,49,0.039,Completed,425,111
SSI,314,50,50,0.200,50,0.031,Completed,384,70
SSI,314,50,50,0.200,51,0.039,Completed,401,87
SSI,314,50,50,0.200,52,0.036,Completed,395,81
SSI,314,50,50,0.200,53,0.036,Completed,394,80
SSI,314,50,50,0.200,54,0.040,Completed,394,80
SSI,314,50,50,0.200,55,0.045,Completed,391,77
SSI,314,50,50,0.200,56,0.037,Completed,406,92
SSI,314,50,50,0.200,57,0.037,Completed,374,60
SSI,314,50,50,0.200,58,0.054,Completed,416,102
SSI,314,50,50,0.200,59,0.039,Completed,393,79
SSI,314,50,50,0.200,60,0.043,Completed,403,89
SSI,314,50,50,0.200,61,0.033,Completed,411,97
SSI,314,50,50,0.200,62,0.049,Completed,414,100
SSI,314,50,50,0.200,63,0.036,Completed,394,80
SSI,314,50,50,0.200,64,0.033,Completed,379,65
SSI,314,50,50,0.200,65,0.035,Completed,397,83
SSI,314,50,50,0.200,66,0.038,Completed,399,85
SSI,314,50,50,0.200,67,0.036,Completed,415,101
SSI,314,50,50,0.200,68,0.034,Completed,394,80
SSI,314,50,50,0.200,69,0.037,Completed,402,88
SSI,314,50,50,0.200,70,0.035,Completed,388,74
SSI,314,50,50,0.200,71,0.039,Completed,428,114
SSI,314,50,50,0.200,72,0.037,Completed,400,86
SSI,314,50,50,0.200,73,0.040,Completed,396,82
SSI,314,50,50,0.200,74,0.039,Completed,420,106
SSI,314,50,50,0.200,75,0.039,Completed,388,74
SSI,314,50,50,0.200,76,0.035,Completed,396,82
SSI,314,50,50,0.200,77,0.039,Completed,413,99
SSI,314,50,50,0.200,78,0.036,Completed,410,96
SSI,314,50,50,0.200,79,0.034,Completed,403,89
SSI,314,50,50,0.200,80,0.035,Completed,402,88
SSI,314,50,50,0.200,81,0.033,Completed,413,99
SSI,314,50,50,0.200,82,0.032,Completed,393,79
SSI,314,50,50,0.200,83,0.045,Completed,402,88
SSI,314,50,50,0.200,84,0.038,Completed,414,100
SSI,314,50,50,0.200,85,0.033,Completed,401,87
SSI,314,50,50,0.200,86,0.036,Completed,390,76
SSI,314,50,50,0.200,87,0.038,Completed,384,70
SSI,314,50,50,0.200,88,0.038,Completed,415,101
SSI,314,50,50,0.200,89,0.039,Completed,407,93
SSI,314,50,50,0.200,90,0.035,Completed,400,86
SSI,314,50,50,0.200,91,0.038,Completed,399,85
SSI,314,50,50,0.200,92,0.035,Completed,398,84
SSI,314,50,50,0.200,93,0.040,Completed,407,93
SSI,314,50,50,0.200,94,0.038,Completed,408,94
SSI,314,50,50,0.200,95,0.040,Completed,408,94
SSI,314,50,50,0.200,96,0.036,Completed,379,65
SSI,314,50,50,0.200,97,0.037,Completed,405,91
SSI,314,50,50,0.200,98,0.036,Completed,390,76
SSI,314,50,50,0.200,99,0.042,Completed,392,78
SSI,314,50,50,0.210,0,0.034,Completed,397,83
SSI,314,50,50,0.210,1,0.043,Completed,417,103
SSI,314,50,50,0.210,2,0.034,Completed,402,88
SSI,314,50,50,0.210,3,0.034,Completed,412,98
SSI,314,50,50,0.210,4,0.043,Completed,416,102
SSI,314,50,50,0.210,5,0.037,Completed,416,102
SSI,314,50,50,0.210,6,0.038,Completed,408,94
SSI,314,50,50,0.210,7,0.044,Completed,425,111
SSI,314,50,50,0.210,8,0.042,Completed,425,111
SSI,314,50,50,0.210,9,0.034,Completed,386,72
SSI,314,50,50,0.210,10,0.037,Completed,401,87
SSI,314,50,50,0.210,11,0.034,Completed,382,68
SSI,314,50,50,0.210,12,0.037,Completed,398,84
SSI,314,50,50,0.210,13,0.043,Completed,416,102
SSI,314,50,50,0.210,14,0.040,Completed,417,103
SSI,314,50,50,0.210,15,0.036,Completed,412,98
SSI,314,50,50,0.210,16,0.036,Completed,414,100
SSI,314,50,50,0.210,17,0.038,Completed,420,106
SSI,314,50,50,0.210,18,0.035,Completed,412,98
SSI,314,50,50,0.210,19,0.036,Completed,397,83
SSI,314,50,50,0.210,20,0.042,Completed,415,101
SSI,314,50,50,0.210,21,0.036,Completed,405,91
SSI,314,50,50,0.210,22,0.038,Completed,432,118
SSI,314,50,50,0.210,23,0.036,Completed,421,107
SSI,314,50,50,0.210,24,0.039,Completed,422,108
SSI,314,50,50,0.210,25,0.039,Completed,405,91
SSI,314,50,50,0.210,26,0.037,Completed,409,95
SSI,314,50,50,0.210,27,0.038,Completed,420,106
SSI,314,50,50,0.210,28,0.036,Completed,402,88
SSI,314,50,50,0.210,29,0.038,Completed,419,105
SSI,314,50,50,0.210,30,0.034,Completed,395,81
SSI,314,50,50,0.210,31,0.042,Completed,429,115
SSI,314,50,50,0.210,32,0.041,Completed,412,98
SSI,314,50,50,0.210,33,0.038,Completed,417,103
SSI,314,50,50,0.210,34,0.038,Completed,411,97
SSI,314,50,50,0.210,35,0.035,Completed,403,89
SSI,314,50,50,0.210,36,0.041,Completed,408,94
SSI,314,50,50,0.210,37,0.039,Completed,410,96
SSI,314,50,50,0.210,38,0.040,Completed,404,90
SSI,314,50,50,0.210,39,0.040,Completed,410,96
SSI,314,50,50,0.210,40,0.041,Completed,423,109
SSI,314,50,50,0.210,41,0.039,Completed,419,105
SSI,314,50,50,0.210,42,0.035,Completed,381,67
SSI,314,50,50,0.210,43,0.038,Completed,415,101
SSI,314,50,50,0.210,44,0.036,Completed,397,83
SSI,314,50,50,0.210,45,0.040,Completed,409,95
SSI,314,50,50,0.210,46,0.036,Completed,402,88
SSI,314,50,50,0.210,47,0.037,Completed,408,94
SSI,314,50,50,0.210,48,0.034,Completed,398,84
SSI,314,50,50,0.210,49,0.029,Completed,406,92
SSI,314,50,50,0.210,50,0.039,Completed,408,94
SSI,314,50,50,0.210,51,0.037,Completed,418,104
SSI,314,50,50,0.210,52,0.036,Completed,408,94
SSI,314,50,50,0.210,53,0.037,Completed,411,97
SSI,314,50,50,0.210,54,0.037,Completed,413,99
SSI,314,50,50,0.210,55,0.040,Completed,411,97
SSI,314,50,50,0.210,56,0.041,Completed,436,122
SSI,314,50,50,0.210,57,0.031,Completed,405,91
SSI,314,50,50,0.210,58,0.044,Completed,412,98
SSI,314,50,50,0.210,59,0.035,Completed,394,80
SSI,314,50,50,0.210,60,0.043,Completed,411,97
SSI,314,50,50,0.210,61,0.037,Completed,421,107
SSI,314,50,50,0.210,62,0.042,Completed,412,98
SSI,314,50,50,0.210,63,0.040,Completed,399,85
SSI,314,50,50,0.210,64,0.052,Completed,432,118
SSI,314,50,50,0.210,65,0.040,Completed,404,90
SSI,314,50,50,0.210,66,0.037,Completed,403,89
SSI,314,50,50,0.210,67,0.039,Completed,416,102
SSI,314,50,50,0.210,68,0.045,Completed,418,104
SSI,314,50,50,0.210,69,0.034,Completed,398,84
SSI,314,50,50,0.210,70,0.044,Completed,418,104
SSI,314,50,50,0.210,71,0.037,Completed,422,108
SSI,314,50,50,0.210,72,0.038,Completed,418,104
SSI,314,50,50,0.210,73,0.038,Completed,408,94
SSI,314,50,50,0.210,74,0.032,Completed,432,118
SSI,314,50,50,0.210,75,0.032,Completed,414,100
SSI,314,50,50,0.210,76,0.042,Completed,411,97
SSI,314,50,50,0.210,77,0.035,Completed,412,98
SSI,314,50,50,0.210,78,0.036,Completed,402,88
SSI,314,50,50,0.210,79,0.044,Completed,430,116
SSI,314,50,50,0.210,80,0.043,Completed,416,102
SSI,314,50,50,0.210,81,0.036,Completed,410,96
SSI,314,50,50,0.210,82,0.036,Completed,414,100
SSI,314,50,50,0.210,83,0.042,Completed,414,100
SSI,314,50,50,0.210,84,0.039,Completed,396,82
SSI,314,50,50,0.210,85,0.042,Completed,409,95
SSI,314,50,50,0.210,86,0.049,Completed,418,104
SSI,314,50,50,0.210,87,0.041,Completed,418,104
SSI,314,50,50,0.210,88,0.044,Completed,414,100
SSI,314,50,50,0.210,89,0.039,Completed,413,99
SSI,314,50,50,0.210,90,0.045,Completed,415,101
SSI,314,50,50,0.210,91,0.044,Completed,408,94
SSI,314,50,50,0.210,92,0.040,Completed,436,122
SSI,314,50,50,0.210,93,0.037,Completed,398,84
SSI,314,50,50,0.210,94,0.037,Completed,412,98
SSI,314,50,50,0.210,95,0.039,Completed,409,95
SSI,314,50,50,0.210,96,0.038,Completed,415,101
SSI,314,50,50,0.210,97,0.037,Completed,396,82
SSI,314,50,50,0.210,98,0.039,Completed,399,85
SSI,314,50,50,0.210,99,0.038,Completed,413,99
SSI,314,50,50,0.220,0,0.037,Completed,407,93
SSI,314,50,50,0.220,1,0.039,Completed,423,109
SSI,314,50,50,0.220,2,0.039,Completed,428,114
SSI,314,50,50,0.220,3,0.040,Completed,430,116
SSI,314,50,50,0.220,4,0.037,Completed,418,104
SSI,314,50,50,0.220,5,0.036,Completed,414,100
SSI,314,50,50,0.220,6,0.039,Completed,426,112
SSI,314,50,50,0.220,7,0.040,Completed,426,112
SSI,314,50,50,0.220,8,0.041,Completed,415,101
SSI,314,50,50,0.220,9,0.042,Completed,429,115
SSI,314,50,50,0.220,10,0.040,Completed,427,113
SSI,314,50,50,0.220,11,0.038,Completed,414,100
SSI,314,50,50,0.220,12,0.039,Completed,433,119
SSI,314,50,50,0.220,13,0.039,Completed,419,105
SSI,314,50,50,0.220,14,0.042,Completed,424,110
SSI,314,50,50,0.220,15,0.041,Completed,436,122
SSI,314,50,50,0.220,16,0.040,Completed,421,107
SSI,314,50,50,0.220,17,0.038,Completed,432,118
SSI,314,50,50,0.220,18,0.036,Completed,414,100
SSI,314,50,50,0.220,19,0.042,Completed,435,121
SSI,314,50,50,0.220,20,0.036,Completed,405,91
SSI,314,50,50,0.220,21,0.042,Completed,425,111
SSI,314,50,50,0.220,22,0.041,Completed,432,118
SSI,314,50,50,0.220,23,0.042,Completed,441,127
SSI,314,50,50,0.220,24,0.041,Completed,441,127
SSI,314,50,50,0.220,25,0.036,Completed,422,108
SSI,314,50,50,0.220,26,0.037,Completed,406,92
SSI,314,50,50,0.220,27,0.039,Completed,429,115
SSI,314,50,50,0.220,28,0.037,Completed,407,93
SSI,314,50,50,0.220,29,0.038,Completed,428,114
SSI,314,50,50,0.220,30,0.042,Completed,447,133
SSI,314,50,50,0.220,31,0.037,Completed,402,88
SSI,314,50,50,0.220,32,0.043,Completed,435,121
SSI,314,50,50,0.220,33,0.040,Completed,407,93
SSI,314,50,50,0.220,34,0.038,Completed,426,112
SSI,314,50,50,0.220,35,0.040,Completed,437,123
SSI,314,50,50,0.220,36,0.037,Completed,408,94
SSI,314,50,50,0.220,37,0.036,Completed,410,96
SSI,314,50,50,0.220,38,0.038,Completed,411,97
SSI,314,50,50,0.220,39,0.041,Completed,437,123
SSI,314,50,50,0.220,40,0.038,Completed,416,102
SSI,314,50,50,0.220,41,0.038,Completed,413,99
SSI,314,50,50,0.220,42,0.038,Completed,441,127
SSI,314,50,50,0.220,43,0.045,Completed,445,131
SSI,314,50,50,0.220,44,0.039,Completed,436,122
SSI,314,50,50,0.220,45,0.043,Completed,446,132
SSI,314,50,50,0.220,46,0.041,Completed,441,127
SSI,314,50,50,0.220,47,0.038,Completed,426,112
SSI,314,50,50,0.220,48,0.040,Completed,451,137
SSI,314,50,50,0.220,49,0.036,Completed,427,113
SSI,314,50,50,0.220,50,0.037,Completed,441,127
SSI,314,50,50,0.220,51,0.037,Completed,438,124
SSI,314,50,50,0.220,52,0.033,Completed,410,96
SSI,314,50,50,0.220,53,0.042,Completed,434,120
SSI,314,50,50,0.220,54,0.043,Completed,412,98
SSI,314,50,50,0.220,55,0.041,Completed,435,121
SSI,314,50,50,0.220,56,0.041,Completed,418,104
SSI,314,50,50,0.220,57,0.044,Completed,423,109
SSI,314,50,50,0.220,58,0.040,Completed,412,98
SSI,314,50,50,0.220,59,0.037,Completed,411,97
SSI,314,50,50,0.220,60,0.038,Completed,420,106
SSI,314,50,50,0.220,61,0.041,Completed,417,103
SSI,314,50,50,0.220,62,0.034,Completed,445,131
SSI,314,50,50,0.220,63,0.040,Completed,437,123
SSI,314,50,50,0.220,64,0.045,Completed,428,114
SSI,314,50,50,0.220,65,0.041,Completed,431,117
SSI,314,50,50,0.220,66,0.047,Completed,408,94
SSI,314,50,50,0.220,67,0.038,Completed,414,100
SSI,314,50,50,0.220,68,0.040,Completed,447,133
SSI,314,50,50,0.220,69,0.036,Completed,419,105
SSI,314,50,50,0.220,70,0.037,Completed,434,120
SSI,314,50,50,0.220,71,0.039,Completed,438,124
SSI,314,50,50,0.220,72,0.039,Completed,411,97
SSI,314,50,50,0.220,73,0.039,Completed,434,120
SSI,314,50,50,0.220,74,0.037,Completed,426,112
SSI,314,50,50,0.220,75,0.039,Completed,428,114
SSI,314,50,50,0.220,76,0.036,Completed,436,122
SSI,314,50,50,0.220,77,0.027,Completed,389,75
SSI,314,50,50,0.220,78,0.037,Completed,436,122
SSI,314,50,50,0.220,79,0.036,Completed,416,102
SSI,314,50,50,0.220,80,0.041,Completed,449,135
SSI,314,50,50,0.220,81,0.037,Completed,415,101
SSI,314,50,50,0.220,82,0.041,Completed,413,99
SSI,314,50,50,0.220,83,0.046,Completed,436,122
SSI,314,50,50,0.220,84,0.034,Completed,440,126
SSI,314,50,50,0.220,85,0.031,Completed,416,102
SSI,314,50,50,0.220,86,0.037,Completed,426,112
SSI,314,50,50,0.220,87,0.036,Completed,420,106
SSI,314,50,50,0.220,88,0.039,Completed,421,107
SSI,314,50,50,0.220,89,0.034,Completed,421,107
SSI,314,50,50,0.220,90,0.032,Completed,399,85
SSI,314,50,50,0.220,91,0.039,Completed,402,88
SSI,314,50,50,0.220,92,0.048,Completed,418,104
SSI,314,50,50,0.220,93,0.042,Completed,404,90
SSI,314,50,50,0.220,94,0.041,Completed,418,104
SSI,314,50,50,0.220,95,0.039,Completed,429,115
SSI,314,50,50,0.220,96,0.034,Completed,438,124
SSI,314,50,50,0.220,97,0.044,Completed,430,116
SSI,314,50,50,0.220,98,0.041,Completed,443,129
SSI,314,50,50,0.220,99,0.039,Completed,435,121
SSI,314,50,50,0.230,0,0.039,Completed,453,139
SSI,314,50,50,0.230,1,0.045,Completed,456,142
SSI,314,50,50,0.230,2,0.044,Completed,463,149
SSI,314,50,50,0.230,3,0.037,Completed,423,109
SSI,314,50,50,0.230,4,0.044,Completed,436,122
SSI,314,50,50,0.230,5,0.043,Completed,445,131
SSI,314,50,50,0.230,6,0.041,Completed,445,131
SSI,314,50,50,0.230,7,0.039,Completed,423,109
SSI,314,50,50,0.230,8,0.045,Completed,465,151
SSI,314,50,50,0.230,9,0.038,Completed,446,132
SSI,314,50,50,0.230,10,0.041,Completed,444,130
SSI,314,50,50,0.230,11,0.038,Completed,425,111
SSI,314,50,50,0.230,12,0.046,Completed,454,140
SSI,314,50,50,0.230,13,0.042,Completed,438,124
SSI,314,50,50,0.230,14,0.043,Completed,461,147
SSI,314,50,50,0.230,15,0.054,Completed,422,108
SSI,314,50,50,0.230,16,0.046,Completed,428,114
SSI,314,50,50,0.230,17,0.039,Completed,425,111
SSI,314,50,50,0.230,18,0.038,Completed,435,121
SSI,314,50,50,0.230,19,0.040,Completed,459,145
SSI,314,50,50,0.230,20,0.038,Completed,444,130
SSI,314,50,50,0.230,21,0.040,Completed,427,113
SSI,314,50,50,0.230,22,0.037,Completed,432,118
SSI,314,50,50,0.230,23,0.049,Completed,452,138
SSI,314,50,50,0.230,24,0.034,Completed,411,97
SSI,314,50,50,0.230,25,0.043,Completed,437,123
SSI,314,50,50,0.230,26,0.038,Completed,417,103
SSI,314,50,50,0.230,27,0.048,Completed,443,129
SSI,314,50,50,0.230,28,0.041,Completed,460,146
SSI,314,50,50,0.230,29,0.040,Completed,431,117
SSI,314,50,50,0.230,30,0.041,Completed,443,129
SSI,314,50,50,0.230,31,0.043,Completed,460,146
SSI,314,50,50,0.230,32,0.042,Completed,448,134
SSI,314,50,50,0.230,33,0.035,Completed,443,129
SSI,314,50,50,0.230,34,0.044,Completed,448,134
SSI,314,50,50,0.230,35,0.039,Completed,453,139
SSI,314,50,50,0.230,36,0.042,Completed,476,162
SSI,314,50,50,0.230,37,0.044,Completed,448,134
SSI,314,50,50,0.230,38,0.041,Completed,423,109
SSI,314,50,50,0.230,39,0.044,Completed,442,128
SSI,314,50,50,0.230,40,0.043,Completed,435,121
SSI,314,50,50,0.230,41,0.040,Completed,448,134
SSI,314,50,50,0.230,42,0.039,Completed,435,121
SSI,314,50,50,0.230,43,0.040,Completed,430,116
SSI,314,50,50,0.230,44,0.041,Completed,434,120
SSI,314,50,50,0.230,45,0.044,Completed,472,158
SSI,314,50,50,0.230,46,0.045,Completed,449,135
SSI,314,50,50,0.230,47,0.040,Completed,447,133
SSI,314,50,50,0.230,48,0.038,Completed,432,118
SSI,314,50,50,0.230,49,0.037,Completed,431,117
SSI,314,50,50,0.230,50,0.043,Completed,437,123
SSI,314,50,50,0.230,51,0.040,Completed,442,128
SSI,314,50,50,0.230,52,0.040,Completed,448,134
SSI,314,50,50,0.230,53,0.037,Completed,429,115
SSI,314,50,50,0.230,54,0.040,Completed,445,131
SSI,314,50,50,0.230,55,0.043,Completed,426,112
SSI,314,50,50,0.230,56,0.062,Completed,433,119
SSI,314,50,50,0.230,57,0.043,Completed,431,117
SSI,314,50,50,0.230,58,0.044,Completed,458,144
SSI,314,50,50,0.230,59,0.045,Completed,457,143
SSI,314,50,50,0.230,60,0.035,Completed,422,108
SSI,314,50,50,0.230,61,0.038,Completed,435,121
SSI,314,50,50,0.230,62,0.038,Completed,426,112
SSI,314,50,50,0.230,63,0.037,Completed,424,110
SSI,314,50,50,0.230,64,0.046,Completed,427,113
SSI,314,50,50,0.230,65,0.037,Completed,419,105
SSI,314,50,50,0.230,66,0.041,Completed,430,116
SSI,314,50,50,0.230,67,0.039,Completed,431,117
SSI,314,50,50,0.230,68,0.037,Completed,420,106
SSI,314,50,50,0.230,69,0.038,Completed,445,131
SSI,314,50,50,0.230,70,0.039,Completed,423,109
SSI,314,50,50,0.230,71,0.045,Completed,434,120
SSI,314,50,50,0.230,72,0.041,Completed,447,133
SSI,314,50,50,0.230,73,0.038,Completed,460,146
SSI,314,50,50,0.230,74,0.044,Completed,433,119
SSI,314,50,50,0.230,75,0.037,Completed,434,120
SSI,314,50,50,0.230,76,0.039,Completed,433,119
SSI,314,50,50,0.230,77,0.047,Completed,463,149
SSI,314,50,50,0.230,78,0.038,Completed,422,108
SSI,314,50,50,0.230,79,0.040,Completed,451,137
SSI,314,50,50,0.230,80,0.042,Completed,452,138
SSI,314,50,50,0.230,81,0.040,Completed,427,113
SSI,314,50,50,0.230,82,0.039,Completed,421,107
SSI,314,50,50,0.230,83,0.046,Completed,465,151
SSI,314,50,50,0.230,84,0.039,Completed,431,117
SSI,314,50,50,0.230,85,0.041,Completed,453,139
SSI,314,50,50,0.230,86,0.037,Completed,430,116
SSI,314,50,50,0.230,87,0.046,Completed,473,159
SSI,314,50,50,0.230,88,0.038,Completed,437,123
SSI,314,50,50,0.230,89,0.039,Completed,448,134
SSI,314,50,50,0.230,90,0.037,Completed,436,122
SSI,314,50,50,0.230,91,0.042,Completed,453,139
SSI,314,50,50,0.230,92,0.040,Completed,436,122
SSI,314,50,50,0.230,93,0.043,Completed,439,125
SSI,314,50,50,0.230,94,0.060,Completed,463,149
SSI,314,50,50,0.230,95,0.038,Completed,418,104
SSI,314,50,50,0.230,96,0.037,Completed,433,119
SSI,314,50,50,0.230,97,0.041,Completed,456,142
SSI,314,50,50,0.230,98,0.040,Completed,453,139
SSI,314,50,50,0.230,99,0.039,Completed,437,123
SSI,314,50,50,0.240,0,0.043,Completed,439,125
SSI,314,50,50,0.240,1,0.048,Completed,465,151
SSI,314,50,50,0.240,2,0.046,Completed,460,146
SSI,314,50,50,0.240,3,0.041,Completed,458,144
SSI,314,50,50,0.240,4,0.043,Completed,469,155
SSI,314,50,50,0.240,5,0.038,Completed,453,139
SSI,314,50,50,0.240,6,0.040,Completed,462,148
SSI,314,50,50,0.240,7,0.037,Completed,462,148
SSI,314,50,50,0.240,8,0.037,Completed,454,140
SSI,314,50,50,0.240,9,0.045,Completed,458,144
SSI,314,50,50,0.240,10,0.042,Completed,473,159
SSI,314,50,50,0.240,11,0.041,Completed,489,175
SSI,314,50,50,0.240,12,0.045,Completed,447,133
SSI,314,50,50,0.240,13,0.044,Completed,472,158
SSI,314,50,50,0.240,14,0.044,Completed,453,139
SSI,314,50,50,0.240,15,0.042,Completed,464,150
SSI,314,50,50,0.240,16,0.042,Completed,451,137
SSI,314,50,50,0.240,17,0.042,Completed,443,129
SSI,314,50,50,0.240,18,0.040,Completed,461,147
SSI,314,50,50,0.240,19,0.044,Completed,462,148
SSI,314,50,50,0.240,20,0.045,Completed,446,132
SSI,314,50,50,0.240,21,0.042,Completed,442,128
SSI,314,50,50,0.240,22,0.049,Completed,486,172
SSI,314,50,50,0.240,23,0.041,Completed,444,130
SSI,314,50,50,0.240,24,0.039,Completed,444,130
SSI,314,50,50,0.240,25,0.039,Completed,453,139
SSI,314,50,50,0.240,26,0.039,Completed,461,147
SSI,314,50,50,0.240,27,0.039,Completed,453,139
SSI,314,50,50,0.240,28,0.043,Completed,490,176
SSI,314,50,50,0.240,29,0.039,Completed,455,141
SSI,314,50,50,0.240,30,0.038,Completed,441,127
SSI,314,50,50,0.240,31,0.044,Completed,452,138
SSI,314,50,50,0.240,32,0.038,Completed,424,110
SSI,314,50,50,0.240,33,0.042,Completed,439,125
SSI,314,50,50,0.240,34,0.050,Completed,468,154
SSI,314,50,50,0.240,35,0.054,Completed,461,147
SSI,314,50,50,0.240,36,0.042,Completed,452,138
SSI,314,50,50,0.240,37,0.055,Completed,471,157
SSI,314,50,50,0.240,38,0.046,Completed,436,122
SSI,314,50,50,0.240,39,0.044,Completed,447,133
SSI,314,50,50,0.240,40,0.041,Completed,446,132
SSI,314,50,50,0.240,41,0.042,Completed,476,162
SSI,314,50,50,0.240,42,0.042,Completed,456,142
SSI,314,50,50,0.240,43,0.043,Completed,458,144
SSI,314,50,50,0.240,44,0.038,Completed,430,116
SSI,314,50,50,0.240,45,0.046,Completed,459,145
SSI,314,50,50,0.240,46,0.045,Completed,453,139
SSI,314,50,50,0.240,47,0.045,Completed,469,155
SSI,314,50,50,0.240,48,0.046,Completed,456,142
SSI,314,50,50,0.240,49,0.039,Completed,453,139
SSI,314,50,50,0.240,50,0.047,Completed,467,153
SSI,314,50,50,0.240,51,0.057,Completed,469,155
SSI,314,50,50,0.240,52,0.040,Completed,476,162
SSI,314,50,50,0.240,53,0.041,Completed,466,152
SSI,314,50,50,0.240,54,0.040,Completed,455,141
SSI,314,50,50,0.240,55,0.038,Completed,443,129
SSI,314,50,50,0.240,56,0.039,Completed,454,140
SSI,314,50,50,0.240,57,0.047,Completed,475,161
SSI,314,50,50,0.240,58,0.041,Completed,455,141
SSI,314,50,50,0.240,59,0.043,Completed,446,132
SSI,314,50,50,0.240,60,0.041,Completed,437,123
SSI,314,50,50,0.240,61,0.040,Completed,459,145
SSI,314,50,50,0.240,62,0.061,Completed,462,148
SSI,314,50,50,0.240,63,0.046,Completed,458,144
SSI,314,50,50,0.240,64,0.045,Completed,461,147
SSI,314,50,50,0.240,65,0.042,Completed,439,125
SSI,314,50,50,0.240,66,0.046,Completed,474,160
SSI,314,50,50,0.240,67,0.035,Completed,442,128
SSI,314,50,50,0.240,68,0.051,Completed,459,145
SSI,314,50,50,0.240,69,0.045,Completed,468,154
SSI,314,50,50,0.240,70,0.049,Completed,444,130
SSI,314,50,50,0.240,71,0.044,Completed,449,135
SSI,314,50,50,0.240,72,0.045,Completed,471,157
SSI,314,50,50,0.240,73,0.040,Completed,444,130
SSI,314,50,50,0.240,74,0.044,Completed,458,144
SSI,314,50,50,0.240,75,0.034,Completed,430,116
SSI,314,50,50,0.240,76,0.046,Completed,449,135
SSI,314,50,50,0.240,77,0.038,Completed,457,143
SSI,314,50,50,0.240,78,0.039,Completed,451,137
SSI,314,50,50,0.240,79,0.045,Completed,446,132
SSI,314,50,50,0.240,80,0.042,Completed,458,144
SSI,314,50,50,0.240,81,0.038,Completed,436,122
SSI,314,50,50,0.240,82,0.050,Completed,439,125
SSI,314,50,50,0.240,83,0.043,Completed,450,136
SSI,314,50,50,0.240,84,0.038,Completed,425,111
SSI,314,50,50,0.240,85,0.047,Completed,469,155
SSI,314,50,50,0.240,86,0.039,Completed,435,121
SSI,314,50,50,0.240,87,0.042,Completed,454,140
SSI,314,50,50,0.240,88,0.047,Completed,463,149
SSI,314,50,50,0.240,89,0.044,Completed,459,145
SSI,314,50,50,0.240,90,0.042,Completed,465,151
SSI,314,50,50,0.240,91,0.042,Completed,438,124
SSI,314,50,50,0.240,92,0.034,Completed,449,135
